j xq yq zq rhoq vxq vyq vzq pxq pyq pzq Tq pq
701 0.000000 0.321045 0.165464 10.608905 0.671180 0.052237 0.019384 7.120484 0.554172 0.205642 0.075358 0.261100
702 0.000000 0.332309 0.165464 8.456574 0.618190 0.017943 0.002465 5.227768 0.151734 0.020849 0.044712 0.255104
703 0.000000 0.343574 0.165464 7.334463 0.616425 0.005564 -0.010705 4.521145 0.040807 -0.078512 0.039255 0.254959
704 0.000000 0.354839 0.165464 6.275112 0.618632 0.015654 -0.014911 3.881985 0.098230 -0.093569 0.052021 0.256336
705 0.000000 -0.387097 0.180506 7.822595 0.493343 -0.005142 -0.010361 3.859219 -0.040221 -0.081053 0.031043 0.259417
706 0.000000 -0.374808 0.180506 10.843164 0.517834 -0.004921 -0.014922 5.614962 -0.053356 -0.161805 0.035151 0.243328
707 0.000000 -0.362519 0.180506 12.610096 0.548633 -0.007236 -0.010566 6.918314 -0.091241 -0.133235 0.047986 0.239438
708 0.000000 -0.350230 0.180506 12.892120 0.600413 -0.025276 -0.015893 7.740592 -0.325862 -0.204891 0.072733 0.243841
709 0.000000 -0.337942 0.180506 13.081282 0.695098 -0.054004 -0.038581 9.092770 -0.706444 -0.504688 0.086897 0.233300
710 0.000000 -0.325653 0.180506 12.894893 0.777257 -0.057050 -0.066283 10.022644 -0.735653 -0.854718 0.074944 0.262497
711 0.000000 -0.313364 0.180506 13.117636 0.844238 -0.030934 -0.077658 11.074413 -0.405780 -1.018686 0.064620 0.235541
712 0.000000 -0.301075 0.180506 14.257899 0.904346 -0.020659 -0.057256 12.894074 -0.294560 -0.816355 0.066636 0.241107
713 0.000000 -0.288786 0.180506 14.924196 0.935112 -0.033687 -0.029401 13.955790 -0.502754 -0.438793 0.088842 0.247034
714 0.000000 -0.276498 0.180506 14.144459 0.950024 -0.056014 0.003475 13.437581 -0.792281 0.049147 0.127971 0.235737
715 0.000000 -0.264209 0.180506 13.927160 1.001977 -0.042248 0.027001 13.954689 -0.588398 0.376042 0.140564 0.244323
716 0.000000 -0.251920 0.180506 14.653654 1.111076 -0.011157 0.027869 16.281325 -0.163493 0.408385 0.118712 0.251836
717 0.000000 -0.239631 0.180506 15.404374 1.232148 0.002752 0.006820 18.980471 0.042393 0.105064 0.094289 0.266302
718 0.000000 -0.227343 0.180506 15.672395 1.317055 -0.002039 0.004300 20.641400 -0.031949 0.067395 0.076328 0.256008
719 0.000000 -0.215054 0.180506 16.292702 1.363721 -0.013351 0.018484 22.218703 -0.217523 0.301147 0.062580 0.273826
720 0.000000 -0.202765 0.180506 16.359341 1.399305 -0.029767 0.027979 22.891707 -0.486963 0.457714 0.059018 0.259941
721 0.000000 -0.190476 0.180506 15.184436 1.450941 -0.028447 0.018762 22.031723 -0.431945 0.284887 0.062256 0.271802
722 0.000000 -0.178187 0.180506 15.162983 1.479767 -0.018370 -0.016107 22.437675 -0.278541 -0.244225 0.058834 0.255478
723 0.000000 -0.165899 0.180506 15.786120 1.474057 -0.017835 -0.036071 23.269644 -0.281540 -0.569414 0.048884 0.243448
724 0.000000 -0.153610 0.180506 15.713350 1.501876 -0.027066 -0.019390 23.599504 -0.425299 -0.304688 0.048093 0.260927
725 0.000000 -0.141321 0.180506 15.277374 1.568256 -0.028421 -0.006803 23.958838 -0.434200 -0.103929 0.058711 0.261917
726 0.000000 -0.129032 0.180506 15.809905 1.635066 -0.019789 -0.018354 25.850235 -0.312864 -0.290173 0.069598 0.267174
727 0.000000 -0.116743 0.180506 16.319766 1.669206 -0.006557 -0.032868 27.241056 -0.107003 -0.536400 0.071912 0.268395
728 0.000000 -0.104455 0.180506 16.332785 1.680607 0.005369 -0.020214 27.449000 0.087692 -0.330154 0.070306 0.274618
729 0.000000 -0.092166 0.180506 15.938826 1.696447 0.005482 0.014173 27.039372 0.087382 0.225901 0.066398 0.277984
730 0.000000 -0.079877 0.180506 16.110982 1.711261 -0.000390 0.030834 27.570101 -0.006275 0.496766 0.057478 0.267415
731 0.000000 -0.067588 0.180506 16.458960 1.718168 0.007234 0.017776 28.279261 0.119057 0.292578 0.040280 0.285232
732 0.000000 -0.055300 0.180506 17.571954 1.724361 0.011162 0.001861 30.300395 0.196135 0.032704 0.026999 0.274628
733 0.000000 -0.043011 0.180506 17.604680 1.747559 0.012967 -0.002125 30.765215 0.228273 -0.037410 0.027496 0.285109
734 0.000000 -0.030722 0.180506 17.507176 1.773482 0.005496 0.006311 31.048656 0.096227 0.110480 0.035121 0.287941
735 0.000000 -0.018433 0.180506 17.471392 1.786621 -0.012013 0.001386 31.214760 -0.209883 0.024213 0.042215 0.270560
736 0.000000 -0.006144 0.180506 17.376554 1.810329 -0.022093 -0.033073 31.457286 -0.383902 -0.574686 0.044426 0.290610
737 0.000000 0.006144 0.180506 16.719339 1.840389 -0.007956 -0.056274 30.770091 -0.133018 -0.940866 0.042625 0.288781
738 0.000000 0.018433 0.180506 16.196711 1.846435 0.017623 -0.031118 29.906166 0.285428 -0.504007 0.049485 0.285125
739 0.000000 0.030722 0.180506 15.736541 1.838368 0.029420 -0.000988 28.929547 0.462969 -0.015541 0.050731 0.278154
740 0.000000 0.043011 0.180506 16.493142 1.821419 0.024804 0.005383 30.040923 0.409096 0.088777 0.042495 0.309467
741 0.000000 0.055300 0.180506 16.766160 1.816535 0.022651 0.004203 30.456310 0.379770 0.070461 0.035010 0.294193
742 0.000000 0.067588 0.180506 16.296279 1.808550 0.021745 0.014047 29.472642 0.354359 0.228915 0.033577 0.285781
743 0.000000 0.079877 0.180506 16.228663 1.800867 0.016511 0.023855 29.225670 0.267954 0.387132 0.039657 0.272982
744 0.000000 0.092166 0.180506 16.181143 1.803559 0.011089 0.014643 29.183651 0.179440 0.236944 0.050060 0.262173
745 0.000000 0.104455 0.180506 15.583759 1.809682 0.012384 -0.008745 28.201652 0.192994 -0.136281 0.047991 0.274042
746 0.000000 0.116743 0.180506 15.855071 1.785675 0.013670 -0.027713 28.312008 0.216734 -0.439399 0.038180 0.270078
747 0.000000 0.129032 0.180506 15.981195 1.728047 0.005117 -0.041040 27.616252 0.081774 -0.655860 0.038840 0.256458
748 0.000000 0.141321 0.180506 15.973372 1.684817 -0.013018 -0.052746 26.912202 -0.207938 -0.842539 0.043350 0.257561
749 0.000000 0.153610 0.180506 16.557148 1.637542 -0.026430 -0.043270 27.113018 -0.437606 -0.716434 0.048708 0.269860
750 0.000000 0.165899 0.180506 17.067870 1.578796 -0.028374 -0.014702 26.946691 -0.484289 -0.250935 0.051117 0.274829
751 0.000000 0.178187 0.180506 16.970005 1.541157 -0.021020 0.012259 26.153446 -0.356707 0.208034 0.047122 0.264788
752 0.000000 0.190476 0.180506 16.531328 1.518764 -0.022067 0.027431 25.107187 -0.364801 0.453466 0.042495 0.243349
753 0.000000 0.202765 0.180506 15.948241 1.470495 -0.030507 0.026154 23.451816 -0.486530 0.417114 0.055031 0.265455
754 0.000000 0.215054 0.180506 15.689393 1.358041 -0.034335 0.016541 21.306839 -0.538692 0.259523 0.075264 0.253148
755 0.000000 0.227343 0.180506 15.971074 1.256873 -0.038642 0.014354 20.073607 -0.617161 0.229253 0.077562 0.257750
756 0.000000 0.239631 0.180506 14.708825 1.192225 -0.049909 0.011138 17.536223 -0.734102 0.163826 0.071608 0.287597
757 0.000000 0.251920 0.180506 13.880888 1.105472 -0.035580 0.015847 15.344938 -0.493885 0.219975 0.074148 0.263464
758 0.000000 0.264209 0.180506 14.625397 1.035100 -0.000812 0.052849 15.138747 -0.011880 0.772943 0.095745 0.248611
759 0.000000 0.276498 0.180506 14.944200 1.004551 0.036580 0.092048 15.012218 0.546659 1.375579 0.114682 0.257539
760 0.000000 0.288786 0.180506 14.855180 0.980280 0.044320 0.086909 14.562236 0.658375 1.291054 0.113606 0.240872
761 0.000000 0.301075 0.180506 14.101493 0.925845 0.015692 0.034728 13.055790 0.221274 0.489716 0.101855 0.254808
762 0.000000 0.313364 0.180506 12.900228 0.824403 -0.008162 -0.008312 10.634982 -0.105290 -0.107229 0.074164 0.254638
763 0.000000 0.325653 0.180506 12.117115 0.748067 -0.020295 -0.012244 9.064409 -0.245913 -0.148359 0.047379 0.238906
764 0.000000 0.337942 0.180506 11.904981 0.723084 -0.021248 -0.016497 8.608307 -0.252956 -0.196391 0.042697 0.256049
765 0.000000 0.350230 0.180506 12.176634 0.698742 -0.003212 -0.021708 8.508330 -0.039110 -0.264328 0.059129 0.234529
766 0.000000 0.362519 0.180506 11.614011 0.632197 0.008703 -0.006931 7.342348 0.101079 -0.080495 0.088252 0.246111
767 0.000000 0.374808 0.180506 9.945899 0.560021 -0.002642 0.009757 5.569914 -0.026279 0.097045 0.093516 0.253744
768 0.000000 0.387097 0.180506 7.918574 0.535333 -0.032313 -0.005336 4.239070 -0.255869 -0.042255 0.073022 0.274359
769 0.000000 -0.419355 0.195548 5.723919 0.703676 -0.045629 0.022136 4.027783 -0.261174 0.126707 0.057315 0.216772
770 0.000000 -0.406042 0.195548 9.217004 0.639270 -0.042679 0.022731 5.892156 -0.393376 0.209515 0.067914 0.212870
771 0.000000 -0.392729 0.195548 12.536677 0.633885 -0.016222 0.005652 7.946812 -0.203367 0.070859 0.072370 0.210565
772 0.000000 -0.379416 0.195548 15.113238 0.690017 -0.003670 0.002012 10.428387 -0.055464 0.030411 0.077366 0.212139
773 0.000000 -0.366103 0.195548 15.420672 0.755248 -0.004987 0.010462 11.646427 -0.076909 0.161336 0.079355 0.219840
774 0.000000 -0.352791 0.195548 14.257546 0.839767 -0.022285 0.006653 11.973016 -0.317734 0.094852 0.096103 0.237720
775 0.000000 -0.339478 0.195548 13.584491 0.925047 -0.040991 -0.029280 12.566295 -0.556840 -0.397750 0.108084 0.218650
776 0.000000 -0.326165 0.195548 13.770157 0.987427 -0.044641 -0.055717 13.597029 -0.614709 -0.767231 0.093451 0.243218
777 0.000000 -0.312852 0.195548 13.717972 1.036355 -0.039973 -0.039772 14.216692 -0.548350 -0.545589 0.072785 0.217850
778 0.000000 -0.299539 0.195548 13.689021 1.070471 -0.039298 -0.003030 14.653697 -0.537951 -0.041472 0.071255 0.233710
779 0.000000 -0.286226 0.195548 12.939125 1.117215 -0.042727 0.029373 14.455779 -0.552852 0.380060 0.081679 0.213756
780 0.000000 -0.272913 0.195548 12.759098 1.196333 -0.028625 0.052899 15.264131 -0.365228 0.674939 0.089834 0.227094
781 0.000000 -0.259601 0.195548 14.097049 1.287253 0.003602 0.067731 18.146471 0.050771 0.954807 0.074273 0.227247
782 0.000000 -0.246288 0.195548 15.319432 1.375728 0.019527 0.046249 21.075371 0.299136 0.708501 0.067121 0.272441
783 0.000000 -0.232975 0.195548 15.922765 1.475587 0.007295 0.010170 23.495421 0.116159 0.161937 0.066469 0.259989
784 0.000000 -0.219662 0.195548 16.102045 1.548079 -0.008089 -0.000670 24.927231 -0.130248 -0.010790 0.059194 0.234326
785 0.000000 -0.206349 0.195548 16.049098 1.567612 -0.024746 0.009509 25.158758 -0.397152 0.152609 0.060084 0.241093
786 0.000000 -0.193036 0.195548 15.211540 1.596634 -0.032211 0.008489 24.287257 -0.489972 0.129134 0.069563 0.262030
787 0.000000 -0.179724 0.195548 15.452830 1.614394 -0.024066 -0.018280 24.946957 -0.371890 -0.282476 0.078703 0.250395
788 0.000000 -0.166411 0.195548 16.053067 1.625611 -0.015532 -0.018616 26.096046 -0.249331 -0.298842 0.078207 0.231358
789 0.000000 -0.153098 0.195548 15.962230 1.672425 -0.024259 0.000979 26.695638 -0.387223 0.015621 0.069608 0.245694
790 0.000000 -0.139785 0.195548 15.374480 1.747823 -0.022632 -0.011878 26.871871 -0.347953 -0.182622 0.058611 0.252812
791 0.000000 -0.126472 0.195548 15.646881 1.814914 0.010940 -0.043447 28.397746 0.171175 -0.679817 0.046705 0.241069
792 0.000000 -0.113159 0.195548 15.906469 1.845815 0.043499 -0.038209 29.360401 0.691910 -0.607776 0.039312 0.242838
793 0.000000 -0.099846 0.195548 16.219251 1.852516 0.044606 -0.004707 30.046426 0.723475 -0.076339 0.038851 0.254186
794 0.000000 -0.086534 0.195548 16.441347 1.857344 0.019834 0.016123 30.537231 0.326095 0.265091 0.038842 0.250303
795 0.000000 -0.073221 0.195548 16.631648 1.854566 0.004508 0.012141 30.844489 0.074979 0.201923 0.032857 0.267062
796 0.000000 -0.059908 0.195548 17.012294 1.847644 0.000629 0.007294 31.432669 0.010709 0.124094 0.028933 0.265608
797 0.000000 -0.046595 0.195548 16.975229 1.874694 -0.009045 0.008561 31.823356 -0.153544 0.145320 0.035003 0.260015
798 0.000000 -0.033282 0.195548 17.097086 1.926028 -0.005925 0.014504 32.929461 -0.101306 0.247982 0.039757 0.275028
799 0.000000 -0.019969 0.195548 16.633800 1.945571 0.004325 0.010014 32.362234 0.071940 0.166578 0.042258 0.267068
800 0.000000 -0.006656 0.195548 16.094030 1.961911 0.019883 -0.024994 31.575060 0.319992 -0.402256 0.041752 0.276483
801 0.000000 0.006656 0.195548 15.911415 1.989293 0.028746 -0.054440 31.652461 0.457387 -0.866218 0.035126 0.276961
802 0.000000 0.019969 0.195548 15.201308 2.012136 0.034465 -0.034856 30.587105 0.523918 -0.529853 0.031582 0.260440
803 0.000000 0.033282 0.195548 15.170539 1.999795 0.030077 -0.013251 30.337969 0.456287 -0.201030 0.031763 0.271930
804 0.000000 0.046595 0.195548 15.813330 1.969919 0.021056 -0.015572 31.150982 0.332972 -0.246241 0.030001 0.274819
805 0.000000 0.059908 0.195548 16.318593 1.952140 0.021812 -0.014551 31.856185 0.355943 -0.237452 0.027430 0.281538
806 0.000000 0.073221 0.195548 16.523678 1.939562 0.013135 -0.006345 32.048699 0.217040 -0.104839 0.027236 0.264739
807 0.000000 0.086534 0.195548 16.647800 1.945485 0.005840 -0.010839 32.388050 0.097216 -0.180442 0.028768 0.264484
808 0.000000 0.099846 0.195548 16.247203 1.945142 0.008965 -0.023745 31.603123 0.145664 -0.385785 0.027817 0.271738
809 0.000000 0.113159 0.195548 16.196526 1.906291 0.007559 -0.038765 30.875296 0.122426 -0.627853 0.024190 0.248787
810 0.000000 0.126472 0.195548 15.966565 1.880053 0.002931 -0.052687 30.017981 0.046801 -0.841233 0.027656 0.241887
811 0.000000 0.139785 0.195548 15.236889 1.861781 -0.003319 -0.056023 28.367747 -0.050567 -0.853613 0.038956 0.236442
812 0.000000 0.153098 0.195548 15.643151 1.814740 -0.002326 -0.045855 28.388244 -0.036380 -0.717313 0.052790 0.252002
813 0.000000 0.166411 0.195548 15.998789 1.738003 0.001639 -0.020028 27.805939 0.026217 -0.320427 0.057770 0.260288
814 0.000000 0.179724 0.195548 16.219627 1.683148 -0.015680 0.022478 27.300034 -0.254332 0.364588 0.053493 0.248871
815 0.000000 0.193036 0.195548 17.118058 1.646703 -0.055718 0.051157 28.188350 -0.953781 0.875708 0.045226 0.244072
816 0.000000 0.206349 0.195548 17.239193 1.601703 -0.079377 0.037691 27.612063 -1.368391 0.649756 0.045779 0.258360
817 0.000000 0.219662 0.195548 15.709444 1.513928 -0.089068 0.003306 23.782961 -1.399212 0.051930 0.066158 0.230606
818 0.000000 0.232975 0.195548 14.512192 1.411818 -0.090733 -0.021088 20.488573 -1.316737 -0.306031 0.082459 0.249161
819 0.000000 0.246288 0.195548 13.843775 1.315743 -0.077733 -0.017713 18.214844 -1.076122 -0.245213 0.085615 0.237420
820 0.000000 0.259601 0.195548 14.458547 1.235552 -0.070596 0.029493 17.864292 -1.020716 0.426425 0.102733 0.233539
821 0.000000 0.272913 0.195548 14.699728 1.200455 -0.048514 0.073589 17.646356 -0.713139 1.081737 0.122002 0.233680
822 0.000000 0.286226 0.195548 14.358983 1.159668 -0.012260 0.063724 16.651652 -0.176044 0.915011 0.105783 0.235863
823 0.000000 0.299539 0.195548 14.434438 1.085634 -0.021929 0.011997 15.670513 -0.316540 0.173168 0.087395 0.236091
824 0.000000 0.312852 0.195548 13.811187 0.994144 -0.041518 -0.024851 13.730314 -0.573419 -0.343216 0.087666 0.241005
825 0.000000 0.326165 0.195548 12.594426 0.929476 -0.037122 -0.013861 11.706216 -0.467531 -0.174577 0.079404 0.221500
826 0.000000 0.339478 0.195548 12.281247 0.901861 -0.018603 -0.009304 11.075982 -0.228462 -0.114268 0.071085 0.240438
827 0.000000 0.352791 0.195548 12.776712 0.859540 0.001240 -0.013417 10.982095 0.015837 -0.171428 0.085328 0.220413
828 0.000000 0.366103 0.195548 13.309059 0.755219 0.003171 -0.007268 10.051257 0.042204 -0.096734 0.105760 0.225130
829 0.000000 0.379416 0.195548 13.959953 0.650608 -0.018445 -0.003224 9.082462 -0.257490 -0.045006 0.083009 0.226070
830 0.000000 0.392729 0.195548 13.435317 0.621502 -0.036463 -0.010416 8.350079 -0.489898 -0.139949 0.054961 0.240516
831 0.000000 0.406042 0.195548 10.373800 0.615873 -0.047182 -0.003385 6.388939 -0.489459 -0.035114 0.051777 0.215356
832 0.000000 0.419355 0.195548 6.400852 0.576220 -0.062731 0.006376 3.688298 -0.401529 0.040810 0.063907 0.200669
833 0.000000 -0.451613 0.210591 6.094440 0.574354 0.092335 -0.027867 3.500364 0.562728 -0.169836 0.029537 0.193404
834 0.000000 -0.437276 0.210591 8.374031 0.659300 0.052418 -0.018347 5.520996 0.438951 -0.153641 0.045345 0.204945
835 0.000000 -0.422939 0.210591 10.572884 0.766490 -0.007407 0.009725 8.104014 -0.078315 0.102818 0.044423 0.191516
836 0.000000 -0.408602 0.210591 12.646465 0.799842 -0.041145 0.021189 10.115171 -0.520343 0.267969 0.051807 0.212377
837 0.000000 -0.394265 0.210591 14.422097 0.850139 -0.033247 0.012836 12.260785 -0.479489 0.185120 0.065289 0.199387
838 0.000000 -0.379928 0.210591 15.702784 0.948271 -0.010400 0.017720 14.890490 -0.163317 0.278254 0.057295 0.201282
839 0.000000 -0.365591 0.210591 15.015575 1.032659 0.003992 0.031695 15.505966 0.059944 0.475921 0.053958 0.202820
840 0.000000 -0.351254 0.210591 14.555445 1.121516 0.002325 0.016539 16.324166 0.033841 0.240726 0.068492 0.218760
841 0.000000 -0.336918 0.210591 14.758907 1.194259 -0.005670 -0.012284 17.625951 -0.083676 -0.181305 0.073657 0.202089
842 0.000000 -0.322581 0.210591 14.057698 1.234275 -0.014020 -0.015221 17.351066 -0.197086 -0.213970 0.068619 0.246530
843 0.000000 -0.308244 0.210591 13.437962 1.265598 -0.022975 0.019478 17.007051 -0.308743 0.261740 0.065385 0.222840
844 0.000000 -0.293907 0.210591 12.987190 1.295619 -0.018893 0.066394 16.826456 -0.245366 0.862275 0.058170 0.249334
845 0.000000 -0.279570 0.210591 12.852615 1.320003 -0.000218 0.103902 16.965488 -0.002802 1.335417 0.049397 0.199739
846 0.000000 -0.265233 0.210591 13.700000 1.382141 0.022714 0.114018 18.935329 0.311184 1.562043 0.044957 0.208600
847 0.000000 -0.250896 0.210591 15.477438 1.466114 0.031248 0.081340 22.691693 0.483635 1.258934 0.048962 0.230230
848 0.000000 -0.236559 0.210591 16.406486 1.570848 0.013190 0.025882 25.772104 0.216399 0.424638 0.055157 0.243079
849 0.000000 -0.222222 0.210591 16.272855 1.671356 -0.009532 -0.001613 27.197734 -0.155112 -0.026253 0.045978 0.221886
850 0.000000 -0.207885 0.210591 15.597335 1.722847 -0.028066 0.007397 26.871820 -0.437759 0.115367 0.043197 0.228365
851 0.000000 -0.193548 0.210591 15.644104 1.744348 -0.047130 0.003738 27.288767 -0.737306 0.058476 0.065473 0.246433
852 0.000000 -0.179211 0.210591 15.483645 1.759171 -0.046266 -0.023077 27.238380 -0.716367 -0.357317 0.085741 0.231384
853 0.000000 -0.164875 0.210591 16.273217 1.786160 -0.029889 -0.003153 29.066562 -0.486384 -0.051311 0.079945 0.205977
854 0.000000 -0.150538 0.210591 16.382971 1.839121 -0.027226 0.015761 30.130263 -0.446044 0.258220 0.067202 0.225333
855 0.000000 -0.136201 0.210591 15.866963 1.901376 -0.013115 -0.019944 30.169068 -0.208097 -0.316449 0.053068 0.248389
856 0.000000 -0.121864 0.210591 15.656023 1.946552 0.023979 -0.050787 30.475267 0.375413 -0.795117 0.038848 0.249040
857 0.000000 -0.107527 0.210591 16.229147 1.977694 0.049580 -0.032841 32.096295 0.804638 -0.532985 0.041303 0.242856
858 0.000000 -0.093190 0.210591 16.441409 1.968175 0.037711 -0.003028 32.359577 0.620022 -0.049789 0.041723 0.247334
859 0.000000 -0.078853 0.210591 16.662211 1.953902 0.017164 0.011494 32.556334 0.285998 0.191511 0.029877 0.239141
860 0.000000 -0.064516 0.210591 16.648472 1.965241 0.007937 0.009387 32.718263 0.132133 0.156281 0.027096 0.242765
861 0.000000 -0.050179 0.210591 16.497981 2.011206 -0.006951 0.010342 33.180833 -0.114678 0.170626 0.034972 0.235896
862 0.000000 -0.035842 0.210591 16.878591 2.078220 -0.011752 0.012672 35.077427 -0.198350 0.213883 0.036319 0.249669
863 0.000000 -0.021505 0.210591 15.999081 2.108310 0.010152 0.013341 33.731027 0.162419 0.213448 0.035162 0.259273
864 0.000000 -0.007168 0.210591 15.543518 2.126160 0.033227 -0.007605 33.048007 0.516468 -0.118209 0.033908 0.261869
865 0.000000 0.007168 0.210591 16.453184 2.142129 0.029082 -0.035944 35.244849 0.478494 -0.591392 0.031073 0.264460
866 0.000000 0.021505 0.210591 16.287712 2.135776 0.023221 -0.034360 34.786902 0.378218 -0.559639 0.030668 0.239001
867 0.000000 0.035842 0.210591 16.087649 2.116048 0.018241 -0.024816 34.042240 0.293455 -0.399236 0.035880 0.251903
868 0.000000 0.050179 0.210591 15.976214 2.093184 0.012454 -0.020242 33.441152 0.198973 -0.323392 0.035452 0.244014
869 0.000000 0.064516 0.210591 15.790404 2.071665 0.007430 -0.008917 32.712432 0.117327 -0.140796 0.028866 0.231734
870 0.000000 0.078853 0.210591 16.188236 2.066478 -0.002899 -0.014405 33.452635 -0.046930 -0.233188 0.030106 0.238212
871 0.000000 0.093190 0.210591 15.991470 2.067822 0.002217 -0.032880 33.067506 0.035448 -0.525798 0.041747 0.229839
